Column1	Column2
hidrocefalie	(acumularea de lichid cefalorahidian in exces)
Hidrocortizonul	reprezinta de fapt forma chimica a cortizolului
hiperacuzie	(sensibilitate crescuta la zgomote)
hiperaldosteronismul	este o alta afectiune care se poate manifesta prin prezenta paresteziilor
hiperaldosteronismul	este caracterizata printr-un exces hormonal de aldosteron
Hipercalcemia	reprezinta cresterea nivelului de calciu in sange
Hipercolesterolemia	reprezinta cresterea patologica a nivelului de colesterol in sange, peste limitele normale (200mg/dl)
Hipercolesterolemia	reprezinta cresterea concentratiei serice a colesterolului
Hipercolesterolemia familiala	este o boala genetica relativ frecventa (1 la 500 de persoane)
Hipercolesterolemia familiala	(HF)
hipercolesterolemie ereditara	numita O forma rara de dereglare ereditara
hipermetropia si astigmatismul	(la fel ca un viciu de refractie al ochiului)
hiperpigmentare muco-cutanata	numite zone pigmentate pe piele si in gura
Hiperpigmentarea	este o afectiune a pielii care apare odata cu inaintarea in varsta, fie sunt pete hepatice, cicatrici post-acnee sau sunt cauzate de un ton neuniform al pielii
Hiperplazia	reprezinta o proliferare de celule necanceroase
Hiperplazia	reprezinta o proliferare de celule necanceroase
Hiperplazia atipica de endometru	este considerata a fi precursorul cancerului endometrial
Hiperplazia de prostata	denumita si prostata marita
hiperplazia ductala	se foloseste uneori termenul de papilomatoza
Hipersensibilitate	(alergie)
hipersomnie	(se prelungeste durata somnului)
hipersomnie, insomnie sau parasomnie	feluri Tulburarile de somn
hipertensiune arteriala	(tensiune arteriala ridicata)
hipertensiune arteriala maligna	caracterizata prin evolutie rapida spre complicatii cardiace, cerebrale sau renale
hipertensiune arteriala, glaucom, meningita, traumatism cranian, atac de panica, gripa	sau alte afectiuni
hipertensiunea arteriala	(epistaxis HTA)
hipertensiunea arteriala	este o afectiune cunoscuta ca fiind un ucigas silentios
Hipertensiunea de halat alb	se refera la starea in care TA este crescuta in cabinetul medical, dar este normala cand este masurata prin MATA
hipertensiunea mascata	se refera la pacientii netratati, la care TA este normala in cabinetul medical, dar este crescuta cand este masurata prin MATA
hipertiroidie	(hiperactivitatea glandei tiroide)
hipertiroidism	afectiune caracterizata prin excesul de hormoni tiroidieni care duc la cresterea temperaturii si accelerarea metabolismului
hipertiroidismului	cum ar fi: afectiune ce permite manifestarea unor simptome specifice la nivelul intregului organism, cum ar fi: aritmii cardiace, puls crescut, pierdere in greutate, stari de nervozitate si teama, slabiciune, intoleranta la caldura, transpiratii abundente, etc
Hipertricoza	cunoscuta si sub denumirea de pilozitate excesiva
Hipertricoza	este o afectiune extrem de rara, care determina cresterea excesiva si anormala a parului in orice parte a corpului unei persoane
Hipoacuzia	reprezinta o afectiune ce poate afecta doar o ureche sau ambele
Hipoacuzia	sau surditatea
hipocamp	boala - regiunea creierului cheie care este afectata de boala Alzheimer
hipocondru drept	denumita medical parte superioara dreapta a abdomenului, aria subcostala dreapta
hipofiza	este denumita si „glanda sefa”
Hipoglicemia	inseamna ca nu exista suficient zahar in sange
Hipoglicemia	(valori mici ale glicemie)
Hipoglicemia	reprezinta o valoare a glicemiei sub 70 mg/dl
Hipoglicemia	reprezinta o stare in care exista un dezechilibru in ceea ce priveste functia pancreasului responsabil de secretia insulinei
Hipoglicemia	sau nivelul scazut al zaharului din sange
Hipoglicemia	inseamna scaderea concentratiei de glucoza din sange sub 70mg/dl, adica sub limita inferioara
hipoglicemia accentuata	reprezinta o experienta infricosatoare pentru copil
hipoglicemie severa	este considerata cea sub 40 mg/dl
hipomnezie sau amnezie de fixare	acestea fiind caracterizate de pierderea amintirilor avute inaintea leziunii
Hipospadiasul	este o malformatie malformatie congenitala caracterizata prin deschiderea anormala a meatului urinar nu la varful penisului, ci in alte portiuni: sub gland, la mijlocul penisului sau in unghiul facut de radacina penisului cu scrotul
hipotalamus	numita parte a creierului
hipotalamus	numita o parte a creierului
hipotalamusul	(centrul de control al sistemului nervos)
hipotiroidism	(tiroida subactiva)
hipotiroidism	afectiune caracterizata prin hipoactivitatea tiroidei, care cauzeaza secretia unei cantitati insuficiente de hormoni tiroidieni
hipotiroidismul	(Glanda lenesa)
hipotiroidismul	(Glanda lenesa)
hipotiroidismul	(Glanda lenesa)
hipotiroidismul si hipertiroidismul	cum ar fi boli ale glandei tiroide 
hipotiroidismul si vitiligo 	cum ar fi bolii autoimune 
hipoxemie	cauzata de lipsa de oxigen la nivelul creierului
Histeroscopia	reprezinta una dintre cele mai eficiente si putin invazive metode de diagnostic in ceea ce priveste patologia cavitatii uterine
HIV	este un lentivirus
HLA DR3 sau DR4	(un anumit tip de gene)
HLA-B27	numita gena
HLA-B27	numita gena
HMG-CoA reductaza	Numita aceasta enzima joaca un rol important in producerea colesterolului
Holera	reprezinta o boala infectioasa epidemica acuta
hormon	numit insulina
hormon adrenocorticotrop	(ACTH)
hormon care elibereaza gonadotropina	(GnRH)
hormoni	cum ar fi adrenalina si cortizolul
Hormoni	cum ar fi hormonul care elibereaza testosteron sau gonadotropina
hormoni	cum ar fi adrenalina sau cortizolul
hormoni	cum ar fi adrenalina sau cortizolul
hormoni	(substante chimice produse natural de corp)
hormoni	numite substante chimice speciale
Hormoni	cum ar fi estrogenul
Hormonii	cum ar fi estrogenul si testosteronul
Hormonii secretorii ale tumorilor	cum ar fi tumorile pancreatice
hormonii steroidieni (	cum ar fi testosteronul)
hormonilor de stres	cum ar fi adrenalina
hormonilor masculini	cum ar fi testosteronul
hormonilor steroizi	cum ar fi prednisonul
Hormonul foliculostimulant	reprezinta un hormon gonadotrop glicoproteic
Hormonul foliculostimulant	/ Follicle-stimulating hormone
Hormonul foliculostimulant	reprezinta un hormon gonadotrop glicoproteic
Hormonul foliculostimulant	/ Follicle-stimulating hormone
hormonului care elibereaza gonadotropina	(GnRH)
ibuprofenul 	cum ar fi medicamente antiinflamatoare eliberate fara prescriptie medicala
ibuprofenul si acetaminofenul 	cum ar fi Medicamentele pentru reducerea durerii, 
icter	(ingalbenirea pielii si a portiunii albe a ochiului)
Icterul la nou-nascuti	este o afectiune foarte comuna si in general inofensiva, care consta in ingalbenirea pielii si zonei albe a ochilor
Icterul la nou-nascuti	sau icterul neonatal
IgA	(imunoglobuline A)
IgA	numit anticorp
IgG anti-Nucleocapsida virala	(anticorpi care apar in torentul sanguin dupa o anumita perioada si reprezinta o imunizare de lunga durata)
imagistica prin rezonanta magnetica	(RMN)
imiquimond	numita crema
impotenta	cum ar fi tulburari sexuale 
Imunitatea specifica sau dobandita	reprezinta protectia pe care corpul o construieste atunci cand intalneste si isi aminteste germenii si alte substante straine care au intrat in contact cu organismul
imunoglobulina A	(IgA)
imunoglobulina A	(IgA)
imunosupresoare	(medicamente care suprima raspunsul imun)
imunosupresoare	(medicamente pentru a bloca sistemul imunitar)
imunosupresoare 	(medicamente care slabesc sistemul imunitar)
Imunoterapia	cunoscuta si sub numele de terapie biologica
Incalzirea	– miscari usoare
incizie	(taietura mica)
incontinenta anatomica	: eliminarea involuntara de urina corelata cu afectarea structurala a tractului urinar, care afecteaza secundar si fluxul urinar
incontinenta totala	reprezinta pierderea continua si totala a controlului actului voluntar al mictiunii
Incontinenta urinara	e numita si pierdere involuntara de urina
Incontinenta urinara	e numita si pierdere involuntara de urina
incontinenta urinara functionala	: apare cand o dizabilitate fizica sau psihica, cum ar fi artrita sau dementa, fac pacienta incapabila sa ajunga la toaleta in timp util
incontinenta urinara prin prea-plin	reprezinta eliminarea accidentala de urina atunci cand vezica urinara se umple excesiv cu urina
indentare sclerala	numita procedura
indigestie	sau alte probleme digestive
indulcitori calorici care sunt procesati chimic (	cum ar fi siropul de porumb cu fructoza)
inel vertebral	numit un strat exterior dur
infarct	sau alte leziuni la nivelul inimii
Infarctul miocardic	cunoscut si ca atacul de cord
Infarctul miocardic	este o afectiune  afectiune amenintatoare de viata
Infarctul miocardic	cunoscut si ca atacul de cord
Infarctul miocardic	este o afectiune amenintatoare de viata, fiind provocata de Intreruperea brusca a fluxului sangvin catre muschiul inimii
Infarctul miocardic	cunoscut si ca atacul de cord
Infarctul miocardic	este o afectiune amenintatoare de viata,  fiind provocata de Intreruperea brusca a fluxului sangvin catre muschiul inimii
Infarctul miocardic	cunoscut si ca atacul de cord
Infarctul miocardic acut	reprezinta o afectiune ce pune in pericol viata si apare atunci cand fluxul sanguin catre muschiul inimii este oprit brusc
infarctului miocardic	(leziuni ireversibiele la nivelul cordului)
Infectia cu Echinococcus	este cunoscuta sub denumirea de boala hidatica, hidatioza sau echinococoza
Infectia cu giardia	este o boala parazitara bine cunoscuta atat de parinti cat si de medicii pediatrii sau de familie
Infectia cu giardia	sau giardioza
Infectia de tract urinar	reprezinta o infectie la nivelul tractului urinar, care este format din toate organele care "contin" urina
Infectia de tract urinar	reprezinta o infectie la nivelul tractului urinar, care este format din toate organele care contin urina (ureterele, vezica urinara, uretra, rinichi)
infectia, litiaza, chisturile sau tumorile	cum ar fi afectiuni ale rinichiului si tractului urinar
infectie activa	cum ar fi o infectie la nivelul pielii la rece sau bacteriana
infectie respiratorie superioara	cum ar fi o raceala
infectie secundara	cum ar fi o infectie a urechii, infectie sinusala, bronsita sau pneumonie
infectiei tractului urinar	(ITU)
infectii ale tractului respirator superior	(raceala obisnuita)
infectii ale tractului respirator superior	(raceala obisnuita)
infectii virale	cum ar fi racelile, gripa, cele mai multe dureri in gat, bronsita si multe tipuri de infectii ale sinusurilor si urechii
infectii virale	cum ar fi gripa sau varicela
Infectiile care afecteaza creierul	cum ar fi herpesul sau encefalita
Infectiile care afecteaza creierul, 	cum ar fi herpesul sau encefalita
infectiile cauzate de bacterii	cum ar fi pneumonia, tuberculoza, gonoreea sau febra reumatica
Infectiile cu transmitere sexuala	cum ar fi gonoreea sau chlamydia
Infectiile de lunga durata	cum ar fi tuberculoza, HIV si unele infectii fungice
Infectiile herpetice	sunt afectiuni afectiuni eruptive de natura inflamatorie
Infectiile herpetice	caracterizate de eritem si vezicule, de multe ori recurente, cauzate de anumite tipuri de virusuri herpetice
Infectiile herpetice	sunt afectiuni afectiuni eruptive de natura inflamatorie
Infectiile herpetice	caracterizate de eritem si vezicule, de multe ori recurente, cauzate de anumite tipuri de virusuri herpetice
Infectiile sistemului nervos central	cum ar fi meningita sau encefalita
infectiilor transmisibile prin sange	cum ar fi HIV si hepatita
infertilitate	cum ar fi unele dintre cele mai dificile aspecte ale agenezei vaginale
inflamarea amigdalelor	sau alte inflamatii din cavitatea bucala si a gatului, provocate de virusi sau uneori de bacterii
inflamatia	(umflarea)
inflamatia creierului	(encefalita)
Inflamatia, paralizia, dezvoltarea de excrescente	sau alte patologii aparute la nivelul corzilor vocale
inflamatie	este un raspuns un raspuns natural al organismului
Ingrijirile paleative	reprezinta forma de tratament adresata pacientilor cu boli incurabile si care, in general, se agraveaza in timp
Ingustarea vaselor	inseamna ca inima va face un efort mai mare sa pompeze sangele
inhibitori ai secretiei gastrice	(de tipul ranitidina, famotidina
Inhibitorii ai recaptarii serotoninei si ai norepinefrinei 	cum ar fi Cymbalta (duloxetina), Effexor (venlafaxina) si Pristiq (desvenlafaxina)
Inhibitorii ai recaptarii serotoninei si ai norepinefrinei 	(SNRI)
inrosirea pielii	piele cu roseata
inrosirea pielii	sau alte afectiuni ale pielii
Insomnia	este o afectiune caracterizata prin calitate si/sau cantitate slaba de somn, in ciuda conditiilor adecvate de a dormi, acest lucru ducand la afectarea activitatii in timpul zilei
Insomnia	reprezinta o problema de sanatate frecvent intalnita
Insomnia	reprezinta cea mai comuna tulburare a somnului
insomnie	sau alte tulburari de somn
insomnie	sau alte tulburari de somn
insomnii	(lipsa somnului)
insuficienta cardiaca	afectiune - o afectiune in care o problema de structura sau de functionare a inimii pune in pericol capacitatea acesteia de a asigura fluxul de sange necesar pentru a satisface nevoile organismului
Insuficienta cardiaca congestiva	reprezinta o afectiune progresiva cronica ce afecteaza puterea de pompare a muschilor inimii
Insuficienta cardiaca congestiva	(ICC)
Insuficienta hepatica acuta	este o afectiune in care functiile vitale ale ficatului se opresc
insuficienta mitrala	asa numita Cand valva mitrala nu se inchide perfect sangele trece din ventricul inapoi in atriu
Insuficienta renala	denumita si boala renala in stadiu terminal
Insuficienta renala	este un sindrom sindrom de deteriorare rapida a functiilor renale care apare in urma acumularii de produsi de catabolism azotat
Insuficienta renala acuta	se refera la debutul rapid al bolii renale
Insuficienta renala acuta –  se refera la debutul rapid al bolii renale, adesea legat de proleme 	– Boala renala acuta
insuficienta renala acuta intrinseca	(afectiunea renala care cauzeaza leziuni rinichilor)
Insuficienta renala cronica	este o boala care progreseaza lent si treptat
Insuficienta renala determinata de infectia cu hantavirus	cunoscuta si sub numele de febra hemoragica cu sindrom renal
Insuficienta respiratorie	este o afectiune care apare atunci cand sistemul respirator nu isi poate indeplini functia principala, adica aportul de oxigen si eliminarea dioxidului de carbon
Insuficienta respiratorie	este o afectiune care apare atunci cand sistemul respirator nu isi poate indeplini functia principala, adica aportul de oxigen si eliminarea dioxidului de carbon
Insuficienta respiratorie	este o afectiune in care sangele nu contine suficient oxigen sau are prea mult dioxid de carbon
insuficienta suprarenala	sau hipoadrenalism
Insuficienta venoasa cronica	reprezinta un proces patologic la nivelul sistemul venos
insuline	sau alte medicamente
interventie chirurgicala anterioara la nivelul uterului	cum ar fi nastere prin cezariana sau operatia de eliminare a fibromului uterin
interventie invaziva 	cum ar fi chirurgia
interventii chirurgicale	cum ar fi cea de reparare a unui ulcer stomacal sau de indepartare a calculilor biliari sau a tumorilor
interventii chirurgicale mai complexe	cum ar fi implantarea unui pace-maker sau defibrilator cardiac
interventii chirurgicale mai complexe	cum ar fi implantarea unui pace-maker sau defibrilator cardiac
intestinul	sau alte organe vitale
Intususceptia	este o afectiune grava in care o parte a intestinului patrunde in zona alaturata a acestui organ
invelisul plamanului	(tesut mezotelial)
investigatii imagistice avansate	cum ar fi tomografia computerizata (CT) sau rezonanta magnetica nucleara (RMN)
iod	sau alte substante de contrast
ipotiroidismul	inseamna ca glanda tiroida nu poate produce cantitatea normala de hormon tiroidian
irisul	, partea pigmentata a ochiului
irisul	sau zona colorata a ochiului
Iritanti ai ochiului	precum fumul, polenul, vapori chimicali, poluarea, praful, obiectele straine
iritatie	sau alte afectiuni cutanate
iritatii pe piele	sau alte reactii adverse
istorie familiala	(mai multe cazuri ale unei boli respective in randul membrilor aceleiasi familii)
izotopi radioactivi	numite substantele radioactive
keratina	numita proteine ​​de par
keratita	este cunoscuta sub denumirea de Afectarea straturilor mai profunde ale corneei
Keratoconul	este o boala in care corneea isi schimba forma, luand un aspect bombat, de con
kinesiologie	(stiinta miscarii)
Kinetoterapia	se refera la la miscari, se refera in principal la necesitatea efectuarii unor miscari corecte ale membrelor
la complicatii severe	cum ar fi ulcer gastrointestinal, hemoragie sau perforatie digestiva
la nivelul camerelor cardiace superioare	(adica la nivelul atriilor)
Lacrimile de sange	reprezinta o conditie medicala reala
lactoza	(zaharul laptelui)
lactoza	(zaharul laptelui)
LADA	inseamna Diabet latent autoimun al adultului
Laminectomie	numita si procedura de decompresie a coloanei vertebrale
laparoscop	numit tub subtire
laparotomie	numite interventii chirurgicale
laxative osmotice, 	cum ar fi lactuloza
LDL	este denumit adesea colesterol ”rau”
LDL-colesterol	(lipoproteine cu densitate scazuta)
lentivirus	inseamna „virus lent” cu perioada prelungita de incubatie
lentivirus	, un membru al familiei retrovirusului
leucemie acuta limfoblastica acuta cu celule B	(LAL)
leucocitelor	 celulele de aparare ale corpului
Leucocitoza	este o afectiune caracterizata de existenta unor valori peste limita normala a leucocitelor din sange
leucoplachie	(ranile si petele albe)
levodopa	este inca considerata cel mai bun medicament pentru Parkinson
levodopa	este considerata cea mai eficienta in controlul simptomelor din boala Parkinson
leziune discreta	cum ar fi un nodul sau polipi
leziune majora (	(cum ar fi un accident de masina)
leziune usoara (	(cum ar fi o cadere de la o inaltime mica)
leziunea Bankart	numita si Luxatia de umar
leziuni	cunoscute sub denumirea de afte
leziuni fizice	cum ar fi o lovitura directa in gat
leziuni fizice la nivelul ochiului	cum ar fi o vatamare sau o afectiune care provoaca inflamatii la nivelul ochiului
Leziunile la glezne	cum ar fi entorsele, intinderile de ligamente si fracturile de stres
Leziunile oculare	cum ar fi traumatismele
leziunile pulmonare	cum ar fi tuberculozei, pneumopatiile infectioase, pneumonia sau edemul pulmonar
leziunilor	cum ar fi o fractura de sold
Liftingul facial	reprezinta o procedura chirurgicala cosmetica
Liftingul facial	fiind cunoscut si sub denumirea de ridectomie
ligatura tubara	se numeste legarea si taierea trompelor uterine
lignani	cunoscut sub numele de antioxidanti, inclusiv un tip
limfa	cunoscut sub numele de exces de lichid
Limfadenopatia	se refera la modificarea structurala a ganglionilor limfatici dintr-o zona sau mai multe, acestia schimbandu-si consistenta, sensibilitatea, marimea, chiar numarul, devenind palpabili si vizibili
Limfedemul	o afectiune cronica sau pe termen lung, in care un exces de lichid se colecteaza in tesuturi provocand edeme la nivelul acestora
Limfomul non-Hodgkin	(cunoscut si sub numele de NHL sau, uneori, doar limfom)
Limfomul non-Hodgkin	este un cancer care incepe in celulele albe 
linii intravenoase centrale	uneori denumite tuburi intravenoase folosite pe termen lung
lipoproteinelor cu densitate mare	(cunoscute si sub numele de nivelurile de colesterol HDL)
lipoproteinelor cu densitate scazuta	(denumite niveluri de colesterol LDL)
liposuctie tumescenta	numit proces
Lipotimia	cunoscuta si ca lesinul sau sincopa
Lipotimia	este o pierdere brusca si temporara a cunostintei
Lipotimia	cunoscuta si ca lesinul sau sincopa
Lipotimia	este o pierdere brusca si temporara a cunostintei
Listerioza	este o boala rara, dar poate fi extrem de grava, deoarece este mult mai probabil sa devina fatala in cazurile grave
litiaza biliara	(pietre la fiere)
litiaza renala	este numita Dezvoltarea acestor calculi la nivelul rinichilor
Litiaza renala	reprezinta bucati de minerale care sunt localizate la nivelul rinichiului
Litiaza renala	(calculii renali)
Litiaza renala	sau nefrolitiaza
litiaza renala, hipertrofia benigna de prostata	sau alte probleme ale tractului urinar care pot bloca fluxul urinar normal
localizarea durerii	cum ar fi in jurul unui ochi sau pe scalp
L-tirozina	este considerata un element neesential, pentru ca organismul o produce singur
Lupus	boala - o boala autoimuna in care sistemul imunitar al organismului ataca tesuturile normale, sanatoase
lupus eritematos sistemic, poliartrita reumatoida	sau alte sindroame autoinflamatorii
lupusul	cum ar fi boli autoimune
lupusul	(care era considerat o forma de reumatism)
Lupusul	este o boala autoimuna care poate afecta mai multe sisteme din organism
Lupusul eritematos sistemic	este o boala cauzata de inflamatii in una sau mai multe parti ale corpului
lupusul si artrita reumatoida	cum ar fi boli autoimune
lupusul, diabetul tip 1 sau artrita reumatoida	cum ar fi tulburari autoimune
maculei	, zona centrala a retinei cu rol in vederea centrala, a culorilor, a formelor si a detaliilor fine ale obiectelo
maculei	, zona centrala a retinei cu rol in vederea centrala, a culorilor, a formelor si a detaliilor fine ale obiectelor, ea fiind la baza campului vizual
maculei	ce este o mica arie a retinei, situata la nivelul fundului de ochi, ce ne permite sa vedem clar detaliile fine si sa indeplinim activitati, precum cititul si condusul
Maduva osoasa	reprezinta tesutul moale din centrul oaselor lungi
Magnetoterapie	sau terapia cu magneti
magneziul	Supranumit „stapanul mineralelor”
Malaria	este o boala tropicala care poate pune viata in pericol
Malaria	este o boala cauzata de un parazit
Malaria	reprezinta o boala infectioasa ce poate pune viata celui infectat in pericol
Malaria	este o boala parazitara foarte raspandita in multe tari din Africa, Asia si America de Sud (in special in regiunile tropicale si subtropicale)
maleola laterala	numita spatele zonei exterioare a gleznei
maligne	canceroase
Mamografia 3D (cu tomosinteza)	reprezinta varful acestei tehnologii si este ca o computer tomografie a sanului
Mamografia 3D (cu tomosinteza)	sau TOMOSINTEZA
mamoplastia de reductie	poate fi considerata o interventie chirurgicala
mamoplastie de reductie	cunoscuta si sub numele de Operatia de reducere a sanilor
mana Gilliatt-Sumner	simptom denumit atrofia masei musculare de la nivelul bazei degetului mare
Markeri pozitivi de inflamatie in laborator	cum ar fi CRP crescut, ESR si hemoleucogramae
masajul	cum ar fi factori care amelioreaza durerea de cap
Masajul cu pietre fierbinti sau cu roci vulcanice	reprezinta un tip de terapie prin masaj
Mastodinia	(durere san stang sau durere san drept) 
mastodinie	denumita medical durerea de sani
mastoza chistica	care este o boala foarte frecventa la femeia in a doua parte a activitatii reproductive
mastoza fibrochistica	este o boala care prinde ambii sani
matrixectomie	numita va indeparta intreaga unghie printr-o procedura
MC1R	numita gena
meatului urinar	(orificiul extern de deschidere al uretrei)
medicament	numit Olmesartan
medicament antiinflamator	cum ar fi aspirina, ibuprofenul sau naproxenul sodic
Medicamente	cum ar fi nitratii sau nifedipina
medicamente	cum ar fi anticonceptionalele
medicamente	cum ar fi antibioticele si inhibitorii pompei de protoni
medicamente	cum ar fi aspirina
medicamente	cum ar fi antidepresive si antipsihotice
Medicamente	cum ar fi nitratii sau nifedipina
Medicamente	cum ar fi litiu
medicamente	cum ar fi contraceptivele cu progesteron
medicamente	cum ar fi anticonceptionalele
medicamente	cum ar fi isotretinoina sau medicamentele antiinflamatoare nesteroidiene
medicamente	(cum ar fiaspirina si anticoagulantele)
medicamente	cum ar fi analogii de somatostatina
Medicamente	cum ar fi litiu
medicamente	cum ar fi isotretinoina sau medicamentele antiinflamatoare nesteroidiene
medicamente	(cum ar fi aspirina si anticoagulantele)
medicamente	(cum ar fi antidepresive, medicamente analgezice puternice)
medicamente	cum ar fi steroizi topici, vasodilatatoare si beta-blocante
medicamente	cum ar fi decongestionantele si antihistaminicele
medicamente	cum ar fi aspirina, ibuprofenul, steroizii sau potasiul
medicamente	cum ar fi aspirina, medicamentele antiinflamatoare nesteroidiene si heparina
medicamente	cum ar fi Rifampin
medicamente	numite inhibitori de ACE sau ARB
medicamente	cum ar fi antiinflamatoarele, medicamentele hormonale, anticoagulantele
medicamente	(cum ar fi warfarina sau insulina)
medicamente	numite inhibitori
medicamente	numite beta-blocante
medicamente	cunoscuta sub denumirea de antiinflamatoare nesteroidiene
medicamente 	cum ar fi medicamente antiinflamatoare nesteroidiene (AINS)
medicamente 	cum ar fi codeina sau o combinatie de oxicodona-acetaminofen
medicamente 	cum ar fi nitroglicerina
medicamente analgezice	cum ar fi paracetamolul si medicamentele antiinflamatoare nesteroidiene (AINS)
medicamente antiaritmice (	cum ar fi lidocaina, procainamida, sotalol sau amiodarona)
medicamente antiinflamatoare	cum ar fi aspirina sau ibuprofenul
Medicamente antiinflamatoare nesteroidiene	cum ar fi - ibuprofen si naproxen
Medicamente antiinflamatoare nesteroidiene	cum ar fi acetaminofen si ibuprofen
Medicamente antiinflamatoare nesteroidiene	cum ar fi - ibuprofen si naproxen
medicamente antiinflamatoare nesteroidiene	cum ar fi aspirina sau ibuprofen
medicamente antiinflamatoare nesteroidiene	(AINS)
Medicamente antiinflamatoare nesteroidiene 	cum ar fi ibuprofenul si naproxenul
medicamente anti-tiroidiene	asa-numitele medicamente ce inhiba productia de hormoni la nivelul glandei tiroide
medicamente anti-tiroidiene	asa-numitele medicamente ce inhiba productia de hormoni la nivelul glandei tiroide
medicamente calmante	cum ar fi paracetamolul
medicamente care va modifica sistemul imunitar	cum ar fi azatioprina, micofenolat mofetil, ciclosporina, metotrexat sau tacrolimus
medicamente de subtiere a sangelui	cum ar fi warfarina
medicamente de subtiere a sangelui 	cum ar fi warfarina
medicamente imunosupresoare	cum ar fi ciclosporina, si medicamente utilizate pentru tratarea bolilor hepatice
medicamente pentru inima	cum ar fi inhibitorii enzimei de conversie a angiotensinei (IECA), blocanti ai receptorilor de angiotensina II, beta blocante sau diuretice
medicamente trombolitice	cum ar fi warfarina sau clopidogrel
medicamente trombolitice	cum ar fi warfarina sau clopidogrel
Medicamente utilizate pentru tratarea tulburarii de deficit de atentie si hiperactivitate	cum ar fi atomoxetina
Medicamentele 	cum ar fi aspirina, ibuprofenul si naproxenul
medicamentele anti-coagulare	cum ar fi aspirina sau warfarina
medicamentele anti-coagulare	cum ar fi aspirina sau warfarina
Medicamentele anti-convulsive	cum ar fi fenitoina
Medicamentele antiinflamatoare nesteroidiene	cum ar fi ibuprofenul si naproxenul
Medicamentele antiinflamatoare nesteroidiene	(AINS)
Medicamentele fara reteta	cum ar fi aspirina, ibuprofenul, naproxenul sodic sau acetaminofenul
medicamentele hormonale	precum estrogen si progestin
Medicamentele numite „de confort”	(anxiolitice, somnifere)
medicamentelor antiinflamatoare nesteroidiene 	cum ar fi ibuprofen
medicamentelor antiinflamatoare nesteroidiene 	(AINS)
medicamentelor topice	cum ar fi tretinoina
medicamentelor topice pe baza de prescriptie medicala 	cum ar fi tretinoina
medii hipoxice	cum ar fi infarctul
medii hipoxice	(cu un nivel scazut de oxigen)
melancolia copilului	fenomen cunoscut sub numele de Multe femei experimenteaza unele simptome ale depresiei in primele saptamani dupa nastere
melanina	numit pigment
melanocite	adica celulele ce produc pigmentii tegumentelor
Melanomul	este un tip de  cancer caracterizat prin modificarea celulelor cu melanina
Melanomul	este o tumora maligna
Melatonina	este numita „hormonul somnului” sau „homonul vampir” deoarece este produsa in principal in intuneric si inhibata de lumina
melena	(scaun inchis la culoare, negru
meninge	(invelisului care inconjoara creierul
meninge	numita membrana care inconjoara creierul si maduva spinarii
meninge	numita membrana care inconjoara creierul si maduva spinarii
meningita	(infectia invelisului care inconjoara creierul si maduva spinarii 
Meningita	mai exact ; ; meningita virala aseptica este cea care declanseaza si produce febra, durerile de cap si durerile de spate, mai exact simptomele bolii mana-gura-picior
Meningita	este una este una dintre cele mai grave boli infectioase, pentru ca afecteaza creierul si maduva spinarii, mai exact membrana care le inconjoara, numita meninge
Meningita	este o boala contagioasa
Meningita	este una una dintre cele mai grave boli infectioase, pentru ca afecteaza creierul si maduva spinarii, mai exact membrana care le inconjoara
Meningita	este o boala infectioasa
Meningita	o afectiune extrem de periculoasa
metabolismul	inseamna procesele prin care organismul nostru utilizeaza mancarea digerata pentru crestere si pentru obtinerea energiei
Metabolismul bazal	reprezinta energia necesara unui individ aflat in stare de veghe, repaus fizic si psihic de cel putin o ora , la cel putin 12 ore de la ultima masa si la cel putin 24 de ore dupa ultima ingestie de proteine, in conditii normale de temperatura
metacarpiene	numite oase
Metacrilatii	, materiale de sigilare a canalelor dentare si cele pentru obturatii sau adezivii dentari
metamfetamina si cocaina	cum ar fi Droguri sau alte substante interzise
metastaze	denumite tumori canceroase
metastaze	(tumori secundare, pentru ca au ca punct de plecare un alt organ si nu ficatul)
Metastazic	cum ar fi: Cancerul s-a raspandit in tot corpul si afecteaza alte organe, cum ar fi ficatul
Metatarsalgia	este o afectiune manifestata prin dureri si inflamatie in talpa
Metatarsalgia	(durere in talpa)
metilare MGMT	numit marker genetic favorabil
metode de bariera	cum ar fi prezervativul
metode de bariera, 	cum ar fi prezervativul
metode de prevenire	cum ar fi screening-ul
mezoteliomul	(un tip de cancer care afecteaza mucoasa plamanilor)
Mezoteliomul	este o afectiune a invelisului (tesut mezotelial) plamanului, in care celulele mezoteliale se dezvolta anormal, formand o tumora
Mezoteliomul	reprezinta o tumora agresiva ce are originea in celulele mezoteliale
mialgii	cum ar fi dureri musculare
miastenia gravis	o boala caracterizata de functie anormala a sistemului imunitar
miastenic congenital	numita o forma rara, ereditara de miastenie
Microbiomul intestinal	reprezinta multitudinea de microorganisme ce traiesc permanent in interiorul intestinului
microorganism	numit Clostridium difficile
microorganismelor daunatoare invadatoare	cum ar fi virusuri, bacterii sau ciuperci
Microtia	reprezinta o anomalie congenitala in care segmentul exterior al urechii copilului este subdezvoltat si, de cele mai multe ori, malformat
midriatice	numite picaturi speciale pentru ochi
Midriaza unilaterala episodica	este o afectiune temporara care provoaca dilatarea pupilei la un singur ochi
Midriaza unilaterala episodica	(BEUM)
