Column1	Column2
L'asthme	est un/e  une maladie chronique courante dans le monde entier
L'asthme	est la maladie chronique infantile la plus courante et l'une des premières causes d'admission pédiatrique à l'hôpital
L'asthme	est la maladie chronique la plus fréquente chez l'enfant, et les enfants asthmatiques consultent souvent en urgence pour des crises d'asthme
L'asthme	est l' l'affection chronique la plus fréquente durant l'enfance et sa prévalence est également élevée durant l'âge adulte
L'asthme	est l' l'affection chronique la plus commune chez les enfants
L'asthme	est l'une des l'une des affections à long terme la plus fréquente dans le monde
L'asthme	est la maladie chronique la plus fréquente chez l'enfant
L'asthme	est l' l'affection chronique la plus courante chez l'enfant et l'une des premières causes d'hospitalisation et de consultation médicale
L'asthme et le reflux gastro-oesophagien	sont des affections courantes qui sont souvent coexistantes
l'asthme sévère	( anomalies immunologiques)
l'ataxie de Friedreich	et autres syndromes ataxiques héréditaires
l'ataxie de Friedreich	et d'autres ataxies héréditaires
l'atélectasie postopératoire	(définie comme  une zone de poumon collabée, quantifiée par tomodensitométrie)
l'atélectasie postopératoire	définie comme   une zone de poumon collabée, quantifiée par tomodensitométrie
l'attrition	définie comme  le décès plus la perte de suivi
l'audit	 (étant un bilan des performances cliniques au cours d'une période définie)
l'audit avec retour d'information	défini/e ; défini comme un bilan de la performance clinique sur une certaine période
l'autisme	ou  troubles du spectre autistique
l'autisme	ou  troubles du spectre autistique
l'autorité parentale	(défini/e ; définie comme un intérêt et une attention vifs à l'encontre de l'adolescent, souvent avec l'établissement de règles)
le bien-être psychosocial	(par exemple l'anxiété, la dépression, la culpabilité, la confiance en soi)
Le botulisme	est un/e  une maladie paralytique aiguë causée par une neurotoxine produite par le Clostridium botulinum
Le cancer	est un/e  une maladie fréquente
le cancer	 y compris une maladie limitant l'espérance de vie
Le cancer de l'endomètre	est le carcinome de l'appareil génital féminin le plus courant dans les pays développés
le cancer du sein métastatique	maladie maladie incurable
Le cancer épithélial de l'ovaire	(CEO)
Le cancer épithélial de l'ovaire (CEO)	est un/e  une maladie potentiellement mortelle
le cancer gastrique	défini comme adénocarcinome gastrique
Le cancer rectal non métastatique localement avancé	défini comme une tumeur rectale de stade 3
Le cathétérisme à long terme	défini comme une durée supérieure à 30 jours
le choléra	par exemple maladies diarrhéiques
le cholestérol à lipoprotéines de basse densit	(LDL-C)
le cholestérol à lipoprotéines de haute densité	(HDL-C)
Le 'client' 	était défini un adulte participant à une étude sur la prévention ou sur la prise en charge d'une maladie chronique impliquant des conseils diététiques
le comportement	(par exemple l'attention, l'activité, l'implication, le tempérament)
Le comportement de marginalisation de l'enfant	(par exemple une mesure évaluant le non-respect des règles, un comportement défiant ou agressif)
le comportement d'introversion de l'enfant	 par exemple repli sur soi et anxiété
le comportement opérant	(par exemple les taux de réponse et les effets de stimulus discriminatif)
le comportement perturbateur	(par exemple l'agitation)
le comportement tabagique	défini/e comme étant la présence ou l'absence d'une consommation de cigarettes ou d'autres dérivés du tabac, ou les deux, et la fréquence de consommation de tabac
le court terme	, défini allant jusqu'à six semaines
le cross-linking	(CXL)
Le cytomégalovirus	(CMV)
Le cytomégalovirus (CMV)	est le virus le plus commun qui cause la maladie et le décès chez les receveurs d'organes solides pendant les six premiers mois après la greffe
Le danshen	, y compris une plante médicinale chinoise
le décès du bébé	(la mortinaissance)
Le délirium	est un/e trouble mental courant
le développement	(par exemple la motricité fine et globale, les compétences sociales)
Le dexibuprofène	est un/e  un anti-inflammatoire non-stéroïdien (AINS) autorisé pour le traitement des maladies rhumatismales et d'autres troubles musculosquelettiques
Le diabète	est un/e trouble métabolique chronique qui est associé à un risque accru de maladies cardiovasculaires, de rétinopathie, de néphropathie, de neuropathie, de dysfonction sexuelle et de maladies parodontales
Le diabète	est un/e  une maladie chronique caractérisée par la résistance à l'insuline ou par sa carence et qui a pour conséquence un taux élevé d'hémoglobine A1c glycosylée (HbA1c)
Le diabète	est un/e  ne maladie chronique caractérisée par la résistance à l'insuline ou par sa carence et qui a pour conséquence un taux élevé d'hémoglobine A1c glycosylée (HbA1c)
Le diabète	est un/e  une maladie chronique courante
Le diabète de type 1	est un/e trouble du métabolisme dû à une sécrétion déficiente d'insuline
le diabète de type 2	cette cette affection chronique
Le diabète gestationnel	c'est-à-dire l'intolérance au glucose dont l'apparition ou la première manifestation diagnostiquée se produit pendant la grossesse
Le diagnostic par laparoscopie	ou  laparotomie
le diazépam	(Valium)
Le dysfonctionnement érectile	(DE)
Le dysfonctionnement érectile (DE)	est un/e  une maladie sexuelle courante chez les patients de sexe masculin atteints de sclérose en plaques (SP)
Le facteur de croissance insulinomimétique humain recombinant de type 1	(rhIGF-1)
Le facteur de croissance insulinomimétique humain recombinant de type 1 (rhIGF-1)	est un/e  un traitement modificateur de la maladie potentiel pour la sclérose latérale amyotrophique
Le facteur VII activé humain recombinant	( rHuFVIIa)
le foie	est le premier site de la maladie métastatique
le fonctionnement psychologique	(par exemple dépression, anxiété, catastrophisme)
le glaucome	est un/e  une affection chronique
Le kératocône	est un/e  une maladie ectasique (amincissement) de la cornée
Le kératocône	est un/e  une affection de l'oeil
le lactose	,  le principal sucre du lait
Le laquinimod	est un/e  un nouveau médicament modificateur de la maladie (DMT), disponible par voie orale, potentiellement prometteur dans le traitement des poussées de SEP
Le lichen scléreux	est un/e  une affection cutanée chronique inflammatoire
le liquide céphalorachidien 	(LCR)
le long terme	,  au-delà de trois mois
le lorazépam 	(Ativan)
le lupus érythémateux disséminé	(arthrite inflammatoire associée à des maladies des tissu conjonctifs)
Le mal de gorge	est un/e  une affection fréquente
Le massage	défini comme la manipulation de tissus mous utilisant les mains ou un dispositif mécanique
Le mélasma	est un/e trouble pigmentaire symétrique acquis dans lequel des taches gris-brun confluentes apparaissent typiquement sur le visage.
le méta-registre des essais contrôlés 	( mRCT)
le méta-registre des essais contrôlés 	( mRCT)
le metaxalone 	(Skelaxin)
Le méthotrexate 	( MTX)
Le méthotrexate 	(MTX)
Le méthotrexate (MTX)	est un/e  un antirhumatismal modificateur de la maladie (ARMM) utilisé en agent de première ligne dans le traitement de la polyarthrite rhumatoïde (PR)
le méthotrexate à haute dose 	( MTX-HD)
le mode de vie	(c'est-à-dire la perte de poids, les changements alimentaires, l'apport liquidien, la réduction des boissons caféinées, gazeuses et alcoolisées, l'évitement de la constipation, le sevrage tabagique, et l'activité physique)
le moyen terme	, jusqu'à trois mois
Le mycophénolate mofétil	(MMF)
Le mycophénolate mofétil (MMF)	est un/e  un agent immunosuppresseur
le nombre total d'événements cardiovasculaires	(ECV)
le papillomavirus humain 	(HPV)
le personnel de soutien spécialisé	tel que les aide-diététiciens
Le piroxicam	est un/e  un anti-inflammatoire non-stéroïdien (AINS) possédant des propriétés analgésiques ; il est utilisé principalement pour traiter des troubles rhumatismaux.
Le prolapsus des organes pelviens	est un/e  une affection courante et certaines formes de prolapsus surviennent chez 50  pour cent  des femmes ayant déjà eu des enfants.
le protoxyde d'azote	est un agent anesthésique relativement faible
Le psoriasis	est un/e  une maladie de peau courante qui peut également toucher les ongles
Le psoriasis	est un/e  une affection cutanée inflammatoire chronique qui peut réduire notablement la qualité de vie
Le purpura thrombocytopénique idiopathique 	(PTI)
Le purpura thrombocytopénique idiopathique (PTI)	est un/e  une affection hématologique fréquente due à une thrombocytopénie d'origine immune
le purpura thrombocytopénique thrombotique 	(PTT)
Le Pycnogénol(R)	est commercialisé comme complément alimentaire pour la prévention et le traitement d'un large éventail d'affections chroniques
le questionnaire ACQ	( Asthma Control Questionnaire)
le Questionnaire sur les maladies respiratoires chroniques	( CRQ)
le rapport des cotes	(RC)
le rapport des cotes (RC) du succès 	défini comme   l'obtention de la pression intraoculaire cible sans collyres
le recours	(défini comme l'intervalle de temps séparant la première évaluation en néphrologie et le début de la dialyse)
Le régime hypolipidique	défini comme un apport en matières grasses inférieur à 20  pour cent  de la quantité totale de calories
le retour d'information	(méthode permettant de renvoyer des informations aux cliniciens)
le retrait précoce du masque 	(défini comme le retrait du masque sous le plan d'anesthésie profonde)
le retrait tardif du masque 	(défini comme le retrait du masque après le réveil du patient)
Le réveil peropératoire	désigne l'état de patients ayant repris conscience durant l'opération, mais qui n'ont pas de souvenirs postopératoires de leur période de conscience
Le rhume	est un/e  une maladie fréquente
Le rhume simple	est l'une des une des maladies les plus courantes chez les êtres humains
le risque de biais	(par exemple l'adéquation de randomisation, la mise en aveugle, l'exhaustivité du suivi)
le risque de biais	(par exemple l'adéquation de randomisation, la mise en aveugle, l'exhaustivité du suivi)
Le sélénium	est un/e  un composant essentiel d'un certain nombre de sélénoprotéines
le seuil de faible risque de biais 	comme la satisfaction d'au moins 6 des 13 critères de validité interne et l'absence de défauts graves
le sevrage précoce	comme   l'arrêt de la corticothérapie moins de 14 jours après la transplantation 
le sevrage tardif	comme  l'arrêt des corticoïdes plus de 14 jours après la transplantation
le soutien comportemental	(tel que les brefs conseils et le soutien psychologique)
le soutien comportemental 	(tel que les brefs conseils et le soutien psychologique)
le Spécialiste Cochrane des informations sur les maladies vasculaires 	( CIS)
Le stress environnemental	tel que les événements de la vie et les problèmes pratiques auxquels les gens font face quotidiennement
le succès thérapeutique 	(défini comme une amélioration de la distance de marche d'au moins 50  pour cent )
le suivi à court terme	a été défini ; , défini comme aller jusqu'à trois mois après la randomisation
le suivi à long terme	,comme se prolongeant au-delà de six mois après la randomisation
Le sulindac	est un/e par exemple un anti-inflammatoire non-stéroïdien (AINS) autorisé pour le traitement des maladies rhumatismales et d'autres troubles musculosquelettiques
le syndrome confusionnel	( délirium)
Le syndrome confusionnel	est un/e  un syndrome caractérisé par des troubles de la conscience (souvent fluctuants), de la cognition et de la perception
le syndrome confusionnel	( délirium)
le syndrome confusionnel	( délirium)
Le syndrome confusionnel	(délirium)
le syndrome confusionnel 	est un/e   un syndrome caractérisé par des troubles de la conscience (souvent fluctuants), de la cognition et de la perception
Le syndrome d'allure grippale 	( SAG)
Le syndrome d'apnée obstructive du sommeil 	(SAOS)
Le syndrome d'apnée obstructive du sommeil (SAOS) chez l'enfant	est un/e trouble qui est caractérisé par des épisodes répétés d'obstruction partielle ou complète des voies aériennes supérieures (OVA) pendant le sommeil qui provoque une perturbation de la ventilation normale et des cycles du sommeil
Le syndrome de détresse respiratoire (SDR)	est considéré comme l'une des principales causes de troubles pulmonaires sévères et de mortalité consécutive chez les nouveau-nés prématurés
Le syndrome de fatigue chronique	(SFC)
Le syndrome de fatigue chronique (SFC)	se caractérise par une fatigue persistante médicalement inexpliquée ainsi que des symptômes tels que des douleurs musculo-squelettiques, des maux de tête, et des troubles du sommeil, de la concentration et de la mémoire à court terme.
Le syndrome de fibromyalgie 	(FM)
Le syndrome de fibromyalgie (FM)	est un/e  une affection chronique d'étiologie inconnue 
Le syndrome de fibromyalgie (SFM)	est un/e  une affection chronique cliniquement bien définie d'étiologie inconnue caractérisée par des douleurs chroniques généralisées qui coexistent souvent avec des troubles du sommeil, un dysfonctionnement cognitif et de la fatigue
Le syndrome de Frey	est un/e  une affection rare avec notamment comme symptômes des sueurs, rougeurs et chaleurs des régions pré-auriculaires et temporales suite à une stimulation gustative
le syndrome de la surutilisation professionnelle	(OOS)
le syndrome de la surutilisation professionnelle (OOS)	sont les termes  troubles qui se développent en raison de mouvements répétitifs, de postures contraignantes et des impacts liés aux contraintes extérieures, tels que ceux associés à l'utilisation des outils d'opération
Le syndrome de la vessie hyperactive	défini/e ; défini comme un besoin urgent d'uriner avec ou sans incontinence d'urgence, habituellement avec pollakiurie et nycturie
Le syndrome de la vessie hyperactive	(SVH)
Le syndrome de la vessie hyperactive (SVH)	est un/e  une affection courante ayant un impact négatif significatif sur la qualité de vie et se caractérise par des impériosités avec ou sans incontinence par impériosité, la polyurie et la nycturie
Le syndrome de Lennox-Gastaut	(SLG)
Le syndrome de Lennox-Gastaut (SLG)	est un/e trouble spécifique de l'âge caractérisé par des crises d'épilepsie, un électroencéphalogramme (EEG) caractéristique, un retard psychomoteur et un trouble du comportement.
Le syndrome de Miller-Fisher 	se caractérise par un trouble des mouvements oculaires (ophtalmoplégie), un manque de coordination (ataxie) et une perte de réflexes tendineux (aréflexie)
Le syndrome de Miller-Fisher 	est l'une  une des variantes régionales du syndrome de Guillain-Barré
Le syndrome de respiration dysfonctionnelle	est un/e trouble de la respiration,  ayant une base psychologique ou physiologique, qui se caractérise par une respiration trop profonde et/ou trop rapide (hyperventilation) ou par une respiration erratique alternant avec un blocage de la respiration ou une poussée de soupirs (RD)
Le syndrome de respiration dysfonctionnelle	/ hyperventilation (SRD/HV) 
Le syndrome des jambes sans repos	est un/e  une maladie fréquente
Le syndrome des jambes sans repos	(SJSR)
Le syndrome des jambes sans repos (SJSR)	est un/e trouble du mouvement courant
le syndrome des ovaires polykystiques	(SOPK)
Le syndrome d'hyperstimulation ovarienne (SHSO)	est un/e  une affection iatrogénique potentiellement mortelle résultant d'une stimulation ovarienne excessive.
le syndrome d'hyperstimulationovarienne	(SHSO)
Le syndrome du canal carpien	est un/e trouble courant pour lequel plusieurs options de traitement chirurgical sont disponibles.
Le syndrome du côlon irritable	(SCI)
Le syndrome du côlon irritable 	(SCI)
Le syndrome du côlon irritable (SCI)	est un/e trouble gastro-intestinal chronique courant.
Le syndrome du côlon irritable (SCI)	est un/e trouble fréquent, coûteux et difficile à traiter
Le syndrome du côlon irritable (SCI)	est un/e trouble fréquent, trouble chronique
Le syndrome hémolytique et urémique 	( SHU)
Le syndrome hémolytique et urémique (SHU) et le purpura thrombocytopénique thrombotique (PTT)	sont  des troubles connexes présentant des caractéristiques cliniques similaires de gravité variable.
Le syndrome myasthénique de Lambert-Eaton	(SMLE)
Le syndrome myasthénique de Lambert-Eaton (SMLE)	est un/e trouble auto-immun de la transmission neuromusculaire.
Le syndrome POEMS	est un/e  une maladie potentiellement mortelle et la qualité de vie des patients se détériore en raison de la neuropathie progressive, d'épanchement pleural massif ou ascites, ou d'événements thrombo-emboliques
Le syndrome POEMS	(polyneuropathie, organomégalie, endocrinopathie, protéine monoclonale et anomalies cutanées)
Le syndrome POEMS 	est un/e trouble/s ne cause rare de neuropathie mixte axonale et démyélinisante avec trouble de prolifération monoclonale des cellules plasmatiques et implication de plusieurs organes
Le syndrome prémenstruel	(SEP)
Le syndrome prémenstruel 	(SPM)
Le syndrome prémenstruel (SPM)	est un/e trouble très répandu
Le syndrome prémenstruel (SPM)	est un/e trouble somatique et psychologique d'étiologie inconnue, avec des symptômes comprenant généralement irritabilité, dépression, sautes d'humeur, ballonnements, sensibilité mammaire et troubles du sommeil
Le syndrome thoracique aigu	défini comme ; tels que un nouvel infiltrat visible sur les radiographies thoraciques associé à un ou plusieurs des symptômes, tels que la fièvre, de la toux, la production d'expectorations, la tachypnée, la dyspnée, ou d'une nouvelle hypoxie
Le syndrome vestibulaire périphérique unilatéral	( UPVD)
le taux d'extraction d'oxygène 	(02ER)
le TBM en milieu ambulatoire 	(TBM-ambulatoire)
le temps de sevrage	(tel que temps entre la randomisation et l'extubation)
Le tenoxicam	est un/e  un anti-inflammatoire non-stéroïdien (AINS) autorisé pour le traitement des maladies rhumatismales et d'autres troubles musculosquelettiques
Le terme de comorbidité	 une maladie principale définie associée à d'autres affections
le test de Minor 	(iode-amidon)
Le tétanos	est un/e  une maladie grave qui peut être évitée par la vaccination
Le tongxinluo en capsules 	est un/e défini/e ; définie comme un remède traditionnel chinois à base d'herbes et d'insectes utilisé dans le traitement des maladies cardio-vasculaires en Chine et dans d'autres pays asiatiques.
Le traitement antipsychotique	( neuroleptique)
le traitement basé sur le mentalisme dispensé dans un établissement d'hospitalisation partielle	(TBM-HP)
le traitement cognitif assisté manuellement	(TCAM)
le traitement d'angles étroits	(c'est-à-dire une fermeture d'angle suspectée)
Le traitement de fond	défini comme une utilisation du médicament pendant plus de deux mois
Le traitement des plaies cancéreuses	ralentir la progression de la maladie et à optimiser la qualité de vie par le soulagement des symptômes physiques
le traitement du trouble de la personnalité limite 	( TPL)
le traitement habituel	(par exemple TH)
Le traitement hormonal 	( TH)
Le traitement par oxygénothérapie	( soins standards pour les individus atteints de maladies pulmonaires chroniques associées à une hypoxémie.)
Le traitement par suppression androgénique	le traitement de base des hommes atteints d'un cancer avancé de la prostate
le traitement spécifique à la phase	est un/e  un traitement psychologique, social ou physique développé, ou modifié spécialement pour être utilisé sur des personnes étant aux premières phases de la maladie
Le trouble affectif saisonnier 	est  la récurrence saisonnière d'épisodes dépressifs qui est souvent traitée avec des antidépresseurs de seconde génération (ASG), la luminothérapie ou la psychothérapie
Le trouble affectif saisonnier (TAS)	est la récurrence saisonnière d'épisodes dépressifs
Le trouble affectif saisonnier (TAS)	est la récurrence saisonnière d'épisodes dépressifs majeurs qui surviennent le plus souvent pendant l'automne ou l'hiver et régressent au printemps
Le trouble bipolaire	est un/e défini/e ; définie comme une maladie fréquente, récurrente et très chronique.
Le trouble bipolaire	est un/e  une maladie récurrente commune à chronicité élevée.
Le trouble bipolaire	est un/e défini comme un trouble mental qui est défini comme des périodes d'élévation de l'humeur et des périodes d'humeur maussade
Le trouble d'anxiété généralisée 	(TAG)
Le trouble d'anxiété généralisée (TAG)	est un/e trouble psychiatrique courant, chronique et de longue durée qui est particulièrement fréquent en soins primaires
Le trouble d'anxiété généralisée (TAG)	est un/e  une pathologie extrêmement prévalente, qui se caractérise par une inquiétude ou une anxiété excessive vis-à-vis des événements et problèmes de la vie quotidienne
Le trouble de déficit de l'attention avec hyperactivité	(TDAH)
le trouble de déficit de l'attention avec hyperactivité 	( TDAH)
Le trouble de déficit de l'attention avec hyperactivité (TDAH)	est un/e trouble neurologique chronique qui apparaît dans l'enfance et peut persister à l'âge adulte
Le trouble de la personnalité antisociale	( TPAs)
le trouble de la personnalité limite	( TPL)
le trouble de stress post-traumatique	( TSPT)
le trouble de stress post-traumatique 	( TSPT)
le trouble de stress post-traumatique 	( TSPT)
le trouble déficitaire de l'attention avec hyperactivité	( TDAH)
le trouble déficitaire de l'attention avec hyperactivité	(TDAH)
le trouble déficitaire de l'attention avec hyperactivité 	( TDAH)
Le trouble déficitaire de l'attention avec hyperactivité (TDAH)	est un/e par exemple un trouble du développement neurologique qui se caractérise par des niveaux élevés d'inattention, d'hyperactivité et d'impulsivité existant avant l'âge de sept ans et constatés dans diverses situations, en décalage avec le niveau de développement de l'enfant, et provoquant des déficiences sociales ou scolaires.
Le trouble déficitaire de l'attention avec hyperactivité (TDAH)	est un/e  une pathologie qui se déclare dans l'enfance et peut persister jusqu'à l'âge adulte
Le trouble déficitaire de l'attention avec hyperactivité (TDAH)	est un/e trouble mental infantile courant qui se caractérise par une inattention, une hyperactivité et une impulsivité
Le trouble déficitaire de l'attention avec hyperactivité (TDAH)	est un/e  niveaux inappropriés à l'âge d'inattention, d'hyperactivité et d'impulsivité
Le trouble déficitaire de l'attention avec hyperactivité (TDAH)	, l'un des l'un des troubles du développement les plus courants pendant l'enfance, peut persister jusqu'à l'âge adulte
Le trouble déficitaire de l'attention avec hyperactivité (TDAH)	est le trouble mental le plus fréquemment associé aux tics
Le trouble déficitaire de l'attention avec hyperactivité (TDAH)	est l'un des troubles psychiatriques les plus fréquents observés chez les enfants et les adolescents
Le trouble déficitaire de l'attention avec hyperactivité (TDAH) chez les enfants	est associé à l'hyperactivité et à l'impulsivité, à des problèmes d'attention et à des difficultés dans les interactions sociales
Le trouble dépressif majeur	( TDM)
Le trouble dépressif majeur 	(TDM)
Le trouble dépressif majeur (TDM)	est un/e  une pathologie courante
Le trouble dépressif majeur (TDM)	est un/e  un syndrome caractérisé par un certain nombre de caractéristiques comportementales, cognitives et émotionnelles
Le trouble dépressif majeur (TDM)	 ou la dépression
Le trouble du développement de la coordination 	(TDC)
Le trouble du développement de la coordination (TDC)	est un/e  une affection infantile courante
Le trouble du spectre autistique	 problèmes comportementaux et de communication
le trouble obsessionnel-compulsif	(TOC)
Le trouble obsessionnel-compulsif 	(TOC)
Le trouble obsessionnel-compulsif (TOC)	est un/e trouble psychiatrique
Le trouble obsessionnel-compulsif (TOC) chez les enfants et adolescents	se caractérise par des pensées intrusives récurrentes, des pulsions ou images inappropriées entraînant une forte anxiété, et/ou des comportements répétitifs récurrents
Le trouble panique	est un/e  un type commun de trouble anxieux caractérisé par des crises de panique inattendues et répétées ou la crainte de futures crises de panique, ou les deux
Le trouble panique	est caractérisée par des crises inattendues et récurrentes de panique, des périodes discrètes de frayeur ou d'anxiété qui débutent rapidement et incluent des symptômes tels que l'accélération du coeur, des douleurs thoraciques, des sueurs et des tremblements
le trouble panique 	ou tout autre trouble anxieux primaire
le VIH	 une maladie chronique et gérable
le virus de l'herpès simplex	(VHS)
Le virus de l'immunodéficience humaine	par exemple syndrome d'immunodéficience acquise (VIH/sida)
Le volume du lymphoedème 	(LO)
Le volume du lymphoedème (LO)	défini/e ; défini comme étant la quantité de liquide excédentaire restant dans le bras après traitement, calculé en ml (bras affecté après traitement moins bras non affecté après traitement).
le volume expiratoire maximal en 1 seconde post bronchodilatateur /capacité pulmonaire vitale forcée	(VEMS1 /CVF)
l'échelle CGI-I	( impression clinique globale de l'amélioration de la maladie)
l'échelle de somnolence de l'université Karolinska	( KSS)
l'échelle d'évaluation unifiée pour la maladie de Parkinson 	( EEUMP)
l'école du dos	défini/e comme un programme thérapeutique administré en groupe et incluant à la fois des séances d'éducation et des exercices
L'eczéma	est un/e  une affection cutanée inflammatoire chronique, qui se développe généralement pendant la petite enfance.
L'eczéma	est un/e  une affection cutanée courante
L'eczéma	est un/e maladie inflammatoire de la peau qui a tendance à impliquer les plis de la peau, comme les plis des coudes ou des genoux 
L'eczéma	est un/e affection/s une affection intensément prurigineuse
l'éducation sur les médicaments 	(à savoir les informations qui sont élaborées en vue de permettre l'apprentissage lié à la maladie ou à la santé)
L'éjaculation précoce	(EP)
L'éjaculation précoce (EP)	est un/e trouble sexuel très fréquent chez les patients
l'électrocardiogramme	(par exemple ECG)
L'élévation de la pression pulmonaire	n'est plus une maladie rare, compte tenu de son étiologie multifactorielle
L'encéphalopathie hépatique	est un/e trouble des fonctions cérébrales causé par une insuffisance hépatique et/ou un shunt porto-systémique
L'endométriose	est un/e  une affection gynécologique courante qui affecte environ 10  pour cent  des femmes en âge de procréer 
L'endométriose	définie comme  la présence de tissu endométrial (stromal et glandulaire) en dehors de la cavité utérine normale
L'endométriose	est un/e  une affection gynécologique fréquente
L'endométriose	est un/e  une affection gynécologique fréquente, caractérisée par la présence de tissu endométrial en dehors de la cavité utérine (sauf adénomyose) qui se manifeste souvent par des douleurs
L'endométriose	définie comme  la présence de tissu endométrial (glandes et de stroma) en dehors de la cavité utérine
l'endurance à l'exercice	(par exemple les capacités aérobiques maximums (VO2), la vitesse de marche, la force ou la puissance musculaire et la fatigabilité)
L'engorgement mammaire	est un/e  une affection douloureuse qui touche un grand nombre de femmes au début de la période post-partum
l'entérocolite nécrosante	(ECN)
L'énurésie	(incontinence urinaire nocturne)
L'énurésie nocturne	est un/e  une affection stressante et socialement déstabilisante qui touche entre 15 et 20  pour cent  des enfants âgés de cinq ans et jusqu'à 2  pour cent  des adultes.
L'énurésie nocturne	est un/e  une affection stressante et dérangeante au niveau social
L'énurésie nocturne	(incontinence urinaire nocturne)
L'énurésie nocturne 	(incontinence urinaire nocturne)
L'épilepsie	est un/e trouble caractérisé par des crises récurrentes
L'épilepsie	est un/e  une maladie neurologique chronique courante
L'épilepsie	est un/e  un des troubles neurologiques chroniques les plus courants
L'épilepsie	est un/e  une maladie neurologique courante
L'épilepsie	est un/e trouble neurologique courant s'avérant particulièrement invalidant 
L'épilepsie	est un/e   un trouble neurologique courant qui se caractérise par des convulsions récurrentes
L'épilepsie	est un/e trouble neurologique extrêmement répandu caractérisé par des crises répétées non provoquées d'étiologies diverses
L'épilepsie	est un/e trouble neurologique courant partout dans le monde
L'épilepsie	est un/e  une maladie neurologique courante
L'épilepsie	est un/e  une maladie neurologique importante et la résistance aux médicaments est particulièrement courante chez les individus souffrant de crises focales
L'épilepsie	est un/e trouble neurologique courant
les accidents vasculaires cérébraux 	( AVC)
les accidents vasculaires cérébraux 	, événements vasculaires 
les activités de la vie quotidienne	(par exemple la mobilité, la marche, les transferts et les soins auto-administrés)
les activités de la vie quotidienne 	( AVQ)
les activités quotidiennes	(par exemple AQ)
les activités quotidiennes de base	( l'alimentation, l'élocution et la respiration)
les adultes en soins palliatifs	c'est à dire les personnes ayant une maladie évolutive incurable ne réagissant plus à un traitement curatif, y compris les maladies cardiaques, respiratoires et neurologiques avancées (dont la démence).
les affections neuro-musculaires	   'myasthenia gravis'
Les agents anti-angiogéniques supplémentaires	 le pazopanib et le tivozanib
Les Agents de Santé Communautaires	défini comme tout personnel exerçant des fonctions liées à la prestation de soins médicaux, formé d'une certaine façon dans le contexte de l'intervention mais n'étant pas titulaire d'un certificat professionnel ou para-professionnel officiel ni d'un diplôme de l'enseignement supérieur
les analgésiques simples	(comme le paracétamol)
les analgésiques simples	comme  le paracétamol
les antagonistes des récepteurs de l'angiotensine 	(ARA)
les antagonistes des récepteurs de l'angiotensine II	(ARAII)
les antiagrégants plaquettaires	(par exemple l'aspirine)
les antibiotiques oraux	( isoniazide, érythromycine ou une association d'isoniazide et de rifampicine)
les antidépresseurs	(notamment les inhibiteurs sélectifs de la recapture de la sérotonine (ISRS))
Les antihypertenseurs 	baisser la pression sanguine
les anti-inflammatoires non stéroïdiens	(AINS)
les benzodiazépines	 tels que le diazépam (Valium), l'alprazolam (Xanax) et le lorazépam (Ativan)
les benzodiazépines 	tels que  le diazépam (Valium), l'alprazolam (Xanax) et le lorazépam (Ativan), et les non-benzodiazépines tels que le metaxalone (Skelaxin) ou une combinaison de paracétamol et d'orphénadrine (Muscol)
Les blessures aux tendons 	sont un trouble musculo-squelettique courant, en particulier chez les athlètes.
Les cancers gynécologiques	(c'est-à-dire ceux touchant les ovaires, l'utérus, le col de l'utérus, la vulve et le vagin)
les capacités aérobiques maximums	(VO2)
les capacités fonctionnelles globales d'une personne	comme  le fonctionnement physique, la fonction sociale, la santé mentale générale
Les carcinomes épidermoïdes oropharyngés associés au papillomavirus humain 	sont un sous-groupe distinct de tumeurs
Les caries	sont une  affection des tissus durs des dents liée à un déséquilibre progressif dans les interactions entre les bactéries cariogènes de la plaque dentaire et les glucides fermentescibles (principalement les sucres)
Les caries dentaire	sont l'une  des maladies infantiles les plus fréquentes dans le monde et elles sont, dans la plupart des cas, totalement évitables
Les cathéters veineux centraux (CVC)	facilitent l'administration par voie intraveineuse de médicaments, de liquides, de produits sanguins et d'alimentation parentérale aux patients souffrant d'une pathologie chronique ou d'une maladie grave
les céphalées	d'autres affections
Les coliques infantiles	sont un trouble courant dans les premiers mois de vie
les comorbidités 	( le diabète)
Les complications périopératoires	 les nausées et vomissements postopératoires (NVPO)
Les composés d'or	sont des agents immunodépresseurs qui présentent des bénéfices dans le traitement de plusieurs troubles inflammatoires.
Les conséquences de l'hypersalivation	incluent ; ,  e risque de rejet social, de vêtements salis et mouillés, d'odeur désagréable, d'irritations et gerçures de la peau, d'infections buccales, de déshydratation, de trouble de la parole, d'endommagement des livres, accessoires de communication et ordinateurs, ainsi que le risque d'isolement social
les contraceptifs	,  progestatifs seuls, d'oestrogènes et de progestatifs combinés ou non hormonaux 
Les convulsions tonicocloniques	(grand mal)
Les corticoïdes inhalés	(CSI)
les corticoïdes intranasaux 	( CSIN)
Les corticoïdes oraux	( CSO)
les corticostéroïdes	sont les les médicaments les plus utilisés pour l'induction d'une rémission dans la maladie de Crohn (MC)
les critères de jugement cliniques liés aux soins	(par exemple l'admission dans des unités de soins à long terme)
Les critères secondaires 	 le fonctionnement psychologique (par exemple dépression, anxiété, catastrophisme), l'utilisation des services de soins de santé, la qualité de vie et les événements indésirables
les déficits ischémiques ultérieurs	( DID)
