Column1	Column2
Le laquinimod	est un/e maladie un nouveau médicament modificateur de la maladie (DMT) disponible par voie orale offrant des propriétés doubles de modulation du système immunitaire et de protection du système nerveux
le LDL	, le mauvais cholestérol
Le lichen scléreux	est un/e maladie une maladie de peau chronique
le long terme	comme défini une durée supérieure à un mois
Le LPSNC	est un/e maladie une maladie rare
Le lupus érythémateux disséminé	(LED)
Le lupus érythémateux disséminé (LED)	est un/e maladie une maladie dans laquelle le système immunitaire attaque l'organisme
Le lymphome à croissance lente	est un/e maladie un groupe de lymphomes caractérisé par une croissance lente et continue, un taux de réponse initial élevé au traitement qui cible les cellules lymphatiques (chimiothérapie ou rituximab), mais une rechute et une progression de la maladie
Le lymphome à croissance lente	(indolent)
Le lymphome folliculaire	est un/e affection/s une affection maligne du système lymphatique
Le lymphome folliculaire	est un/e un type courant de lymphome non hodgkinien
Le mal de gorge	est un/e affection/s une affection fréquente
Le mal des montagnes	(MM)
Le mal des montagnes (MM)	est un/e affection/s ; terme un terme utilisé pour décrire un groupe d'affections touchant le cerveau et la respiration et pouvant survenir lorsque des personnes se déplacent à des altitudes supérieures à 2500 mètres (8202 pieds)
Le mannitol	,  un médicament inhalé
Le mannitol 	est un/e par exemple un médicament qui permet parfois de réduire l'oedème cérébral dans d'autres situations, par exemple en cas de traumatisme crânien
Le mélasma	connue également sous le nom de chloasma
Le mélasma 	est un/e maladie ; ou une maladie cutanée psychologiquement stressante connue également sous le nom de chloasma ou masque de grossesse) Des taches cutanées plus foncées apparaissent graduellement sur les joues, le front, le nez et la lèvre supérieure
Le mélasma 	connue également sous le nom de chloasma
Le mélasma 	connue également sous le nom de ou masque de grossesse
Le méthotrexate	est un/e maladie un médicament qui inhibe les réponses immunitaires naturelles de l'organisme et peut supprimer l'inflammation associée à la maladie de Crohn
Le méthotrexate	est un/e  un médicament antirhumatismal modificateur de la maladie (DMARD)
Le modèle de la " Théorie de l'Esprit" 	suggère que trouble/s les personnes atteintes de trouble du spectre autistique (TSA) ont de profondes difficultés à comprendre l'état d'esprit des autres personnes, leurs émotions, leurs sentiments, leurs croyances et leurs pensées
le naproxène 	( Aleve(R), Naprosyn(R))
le nombril	(tel que ombilic)
Le paludisme	 aussi appelé/e malaria
Le paracétamol	est l'un des maladie un des médicaments les plus couramment prescrits aux personnes souffrant de lombalgie commune
Le paracétamol	 aussi connu sous le nom d  acétaminophène
le paracétamol 	aussi appelé/e acétaminophène
le Parkinsonisme	(maladie mouvements similaires à ceux de la maladie de Parkinson)
le Parkinsonisme	(mouvements similaires à ceux de la maladie de Parkinson)
le pavillon	(oreille externe)
le pavillon 	(oreille externe)
Le pemphigus vulgaris et le pemphigus foliaceus	sont des maladie des maladies rares caractérisées par des cloques fragiles et des plaies sur la peau et la muqueuse
le péritoine	(maladie membrane qui tapisse l'abdomen)
Le pied creux 	se caractérise par   se caractérise par une voute longitudinale médiane (cambrure de l'intérieur du pied) excessivement prononcée
Le pied creux 	est généralement défini comme un type de pied très arqué ou à forte supination
le placebo	(maladie faux médicament)
le placenta	(la délivrance)
Le principal symptôme de la maladie artérielle périphérique 	est un/e maladie une douleur dans un mollet ou les deux lors de la marche
Le propylthiouracile	, maladie un antithyroïdien utilisé pour les patients avec un métabolisme élevé
Le psoriasis	est un/e maladie une maladie de peau chronique courante dont la prévalence est de 2  pour cent  à 3  pour cent  de la population selon des études européennes
Le psoriasis	est un/e maladie une maladie de la peau qui entraîne des plaques roses squameuses
Le Psoriasis	est un/e maladie ; trouble/s un trouble fréquent, une maladie cutanée inflammatoire chronique
Le psoriasis	est un/e affection/s une affection cutanée inflammatoire au long cours pouvant réduire notablement la qualité de vie des personnes affectées
le psoriasis	 maladie une maladie de longue durée
Le psoriasis	 maladie une maladie qui produit des plaques roses squameuses sur la peau
le psoriasis	(une inflammation de la peau)
le psoriasis	(une inflammation de la peau)
Le psoriasis en gouttes	est un/e maladie une forme particulière de la maladie qui touche généralement les enfants et les jeunes adultes
le psyllium	 ; un laxatif de lest augmentant le volume des selles
Le purpura thrombocytopénique idiopathique 	(PTI)
Le purpura thrombocytopénique idiopathique (PTI)	est un/e affection/s une affection hématologique d'origine immune due à une faible numération plaquettaire (thrombocytopénie)
le réchauffement actif	(apport direct de chaleur d'un appareil au patient)
le réchauffement actif	(apport direct de chaleur d'un appareil au patient,)
le réchauffement actif	par exemple une couverture électrique ou une lampe à infrarouges
Le refroidissement précoce 	signifie  la personne subit un refroidissement rapide par le personnel ambulancier, paramédical ou médical présent sur place
le remodelage osseux	, maladie une morbidité musculo-squelettique accrue comprenant des douleurs osseuses et une fragilité musculaire
Le repositionnement	c'est-à-dire  le changement de position
Le repositionnement	(c’est-à-dire le changement de position)
le respect des traitements 	(c'est-à-dire  le degré auquel un patient respecte correctement les conseils sur son médicament)
Le retard primaire du langage 	/ trouble/s Le trouble primaire du langage 
Le retard primaire du langage 	/ Le trouble primaire du langage
Le retard/trouble primaire du langage et de la parole	est un/e trouble/s un problème de développement courant qui, en l'absence de traitement, peut entraîner des difficultés d'apprentissage et de socialisation pouvant se prolonger jusqu'à l'adolescence et au-delà
Le rhume	est probablement  maladie la plus courante et se présente en général sous divers symptômes comme des maux de gorge, une obstruction nasale, mais aussi des écoulements, des éternuements et la présence de toux
le rhume	est un/e maladie une maladie fréquente, responsable de nombreuses consultations médicales et de jours d'absence au travail ou à l'école
le rhume des foins 	ce que l'on appelle la rhinite allergique
Le rhume simple	 maladie est causé par un virus et constitue l'une des maladies les plus fréquentes chez les êtres humains
Le risque de biais d'étude	c'est à dire  tout facteur qui peut faire systématiquement s'éloigner des vrais résultats
Le rituximab	est un/e affection/s un médicament administré par perfusion intraveineuse qui s'est avéré bénéfique pour les patients présentant d'autres affections auto-immunes telles que la polyarthrite rhumatoïde
Le salicylate	(maladie acide acétylsalicylique, aspirine)
Le SDR	est un/e maladie une maladie causée par un déficit en surfactants dans les poumons des nouveau-nés
le sevrage	(ce que l'on appelle  la ventilation mécanique puisse être progressivement arrêtée)
Le SGB	est un/e maladie une maladie rare qui affecte les nerfs et les racines nerveuses en dehors du cerveau et de la moelle épinière Il se produit lorsque le système immunitaire de la personne attaque les nerfs
Le sinus pilonidal	est un/e maladie une maladie très courante des fesses qui affecte essentiellement les jeunes adultes (les hommes plus que les femmes) et pour beaucoup de ceux qui présentent ce problème, la maladie peut être douloureuse et de longue durée (chronique)
le soutien comportemental	(tel que les entretiens motivationnels)
Le soutien comportemental	 tel que l'offre de brèves suggestions et le soutien psychologique
Le soutien dit " hôpital à domicile "	consiste à maladie renvoyer une personne chez elle et à la faire surveiller par une infirmière spécialisée en maladies respiratoires sous la direction d'une équipe médicale hospitalière
Le SPM	se caractérise par un éventail de symptômes physiques, psychologiques et comportementaux qui ne sont pas dus à une maladie organique
Le stade IA2	signifie  le cancer a pénétré de 3 mm à 5 mm dans les tissus du col, mais sa largeur est encore de moins de 7 mm
le Staphylococcus aureus	 maladie Une des bactéries les plus communes responsable de maladies chez l'être humain
Le staphylocoque aureus résistant à la méthicilline	(maladie SARM)
Le strabisme	c'est-à-dire est une affection dans laquelle les yeux ne sont pas alignés normalement, c'est-à-dire qu'un oeil regarde droit devant tandis que l'autre se tourne vers l'intérieur, l'extérieur, le haut ou le bas
le stress oxydatif	(maladie les dommages causés par le mauvais échange d'oxygène dans les cellules de l'organisme)
Le surpoids et l'obésité	sont des maladie des problèmes de santé courants qui accroissent le risque de développer plusieurs types de maladies graves
Le syndrome d'aspiration du méconium 	(SAM)
Le syndrome d'aspiration du méconium (SAM)	est un/e maladie une maladie touchant les poumons d'un nouveau-né dans lesquels le méconium, les selles foetales, est éliminé avant la naissance pour être ensuite inhalé dans les poumons
Le syndrome de détresse respiratoire aiguë	(SDRA)
le syndrome de détresse respiratoire aiguë 	(SDRA)
Le syndrome de détresse respiratoire aiguë (SDRA)	est un/e affection/s une affection potentiellement mortelle
Le syndrome de Down	est un/e trouble/s un trouble génétique incurable qui provoque d'importants problèmes de santé mentale et physique et des incapacités
Le syndrome de Down	(également connu sous le nom de Trisomie 21)
Le syndrome de Down 	(également connue sous le nom de Trisomie 21)
Le syndrome de Frey	est un/e notamment ; affection/s une affection rare avec notamment comme symptômes des sueurs, rougeur et chaleur du visage en ingérant de la nourriture, en la sentant, en y pensant, ou même en y rêvant
Le syndrome de Guillain-Barré	(SGB)
Le syndrome de Guillain-Barré (SGB)	est un/e maladie une maladie neurologique qui se caractérise généralement par un affaiblissement et une altération de la sensibilité et, parfois, des difficultés respiratoires
Le syndrome de Lennox-Gastaut	est un/e trouble/s un trouble convulsif (épileptique) fréquemment associé à des problèmes de comportement et de santé mentale.
Le syndrome de l'intestin court	est un/e trouble/s un trouble de malabsorption dû à l'ablation chirurgicale de l'intestin grêle ou à un dysfonctionnement total d'une grande portion de l'intestin
Le syndrome de Miller-Fisher	est un/e maladie une maladie paralytique rare, généralement provoquée par une inflammation auto-immune des nerfs suite à une infection
Le syndrome de respiration dysfonctionnelle	(SRD)
Le syndrome de respiration dysfonctionnelle	/ hyperventilation
Le syndrome de respiration dysfonctionnelle/hyperventilation (SRD/HV) 	est un/e trouble/s un trouble de la respiration qui se caractérise par une respiration trop profonde et/ou trop rapide (hyperventilation)
Le syndrome des jambes sans repos	est un/e maladie une maladie fréquente et invalidante qui touche entre 5  pour cent  et 15  pour cent  de la population
Le syndrome des jambes sans repos	(SJSR)
Le syndrome des jambes sans repos	est un/e un trouble neurologique courant qui se caractérise par une nécessité nocturne de bouger les jambes, généralement associée à des sensations désagréables dans les membres inférieurs
Le syndrome des jambes sans repos (SJSR)	est un/e trouble/s un trouble neurologique courant qui se caractérise par une nécessité nocturne de bouger les jambes, généralement associée à des sensations désagréables dans les membres inférieurs
Le syndrome des jambes sans repos (SJSR)	est un/e trouble/s un trouble sensorimoteur caractérisé par une nécessité de bouger les membres, qui est généralement associée à des sensations désagréables
Le syndrome des jambes sans repos (SJSR)	est un/e trouble/s un trouble sensorimoteur caractérisé par des sensations désagréables dans les membres inférieurs et une nécessité de bouger les jambes
Le syndrome des jambes sans repos (SJSR)	est un/e affection/s une affection médicale courante qui se manifeste par un besoin irrépressible de bouger les jambes, en particulier le soir et la nuit, et qui perturbe souvent le sommeil
Le syndrome des ovaires polykystiques	(SOPK)
Le syndrome des ovaires polykystiques (SOPK)	est un/e affection/s une affection très courante touchant 4  pour cent  à 18  pour cent  des femmes
Le syndrome du canal carpien	est un/e trouble/s un trouble courant qui entraîne des sensations de picotements et des douleurs dans la main en raison de la compression du nerf médian du canal carpien au niveau du poignet
Le syndrome du côlon irritable	(SCI)
Le syndrome du côlon irritable (SCI)	est un/e affection/s une affection gastro-intestinale chronique caractérisée par une altération des habitudes intestinales et des douleurs et une gêne abdominales
Le syndrome du côlon irritable (SCI)	est un/e trouble/s un trouble chronique courant qui se caractérise par une altération des habitudes intestinales et des douleurs abdominales, une gêne, des ballonnements, de la constipation ou des diarrhées ou les deux
le syndrome inflammatoire pelvien	(maladie ; ou maladie inflammatoire pelvienne)
Le syndrome myasthénique de Lambert-Eaton	(SMLE)
Le syndrome myasthénique de Lambert-Eaton (SMLE)	est un/e trouble/s un trouble rare de la jonction neuromusculaire qui entraîne un affaiblissement des muscles (généralement dans la partie supérieure des bras et des jambes)
Le syndrome néphrotique	est un/e maladie une maladie relativement rare dans laquelle les reins laissent échapper les protéines dans les urines
Le syndrome néphrotique	est un/e affection/s une affection au cours de laquelle les reins laissent échapper les protéines du sang dans les urines
Le syndrome POEMS	est un/e trouble/s un trouble sanguin rare qui peut causer une polyneuropathie 
Le syndrome prémenstruel 	(SPM)
Le syndrome prémenstruel (SPM)	est un/e trouble/s un trouble très répandu
Le syndrome thoracique aigu	est un/e maladie une cause majeure de maladie et de décès chez les personnes atteintes de drépanocytose
le système immunitaire	(les structures et processus dans le corps qui protègent contre la maladie)
le système immunitaire	(les structures et processus dans le corps qui protègent contre la maladie)
Le tabagisme passif	et maladie ; l'exposition à la fumée de tabac
Le TDC	est un/e affection/s une affection courante chez les enfants et se caractérise par des difficultés à réaliser des activités essentielles fondées sur le mouvement
Le terme d'innocuité	signifie  un médicament ne cause aucun dommage
Le terme rétinite pigmentaire(RP)	regroupe  trouble/s les troubles oculaires héréditaires qui provoquent une perte de vison progressive
Le tétanos	est un/e maladie une maladie causée par la toxine tétanique, qui est produite par la bactérie Clostridium tetani 
le tétradécyl sulfate de sodium	(TSS)
le tissu nerveux sympathique	ce que l'on appelle  la  chaîne sympathique  de ganglions nerveux
Le TOC pédiatrique	peut être trouble/s un trouble extrêmement débilitant qui entraîne une détresse, des déficiences et une interruption du développement psychosocial importantes
Le topiramate	est un/e ; médicament un médicament utilisé dans le traitement de l'épilepsie, qui pourrait jouer un rôle dans celui des troubles bipolaires
Le traitement antirétroviral 	(maladie TARV)
Le traitement antirétroviral 	(maladie TAR)
le traitement au clioquinol 	( PBT1)
Le traitement endovasculaire	désigne  l'angioplastie et la pose de stent
Le traitement par suppression androgénique (TSA)	visant à maladie réduire la circulation de la testostérone sérique
Le traitement par suppression androgénique (TSA)	est considéré comme étant le traitement de base des hommes atteints d'un cancer avancé de la prostate
le tramadol	par exemple Tramal
Le travail prématuré 	veut dire  une femme entre en travail avant 37 semaines de gestation
Le trou maculaire idiopathique	est un/e maladie une maladie liée à l'âge, est une importante cause de perte de vision
Le trou maculaire idiopathique	, une maladie liée à l'âge
Le trouble affectif saisonnier	est un/e trouble/s dépression hivernale
Le trouble affectif saisonnier	(dépression hivernale)
Le trouble bipolaire	est un/e trouble/s ; défini comme ; ou  un trouble mental qui est défini comme des périodes d'élévation de l'humeur (manie ou hypomanie dans sa forme moins sévère) et des périodes d'humeur maussade (dépression)
Le trouble d'anxiété généralisée	(TAG)
Le trouble d'anxiété généralisée (TAG)	est un/e trouble/s une pathologie très courante, qui se caractérise par une inquiétude ou une anxiété excessive vis-à-vis des événements et problèmes de la vie quotidienne
le trouble de déficit de l'attention avec hyperactivité	(trouble/s TDAH)
Le trouble de la personnalité antisociale	est un/e trouble/s une pathologie caractérisée par une violation continuelle des règles sociales, un comportement sournois et blessant, une irresponsabilité, une absence de remords et une incapacité à planifier
Le trouble de la personnalité antisociale	est un/e trouble/s une pathologie associée à une violation continuelle des lois, une criminalité et un abus de drogues ou d'alcool
Le trouble de la personnalité limite 	(TPL)
Le trouble de la personnalité limite (TPL)	est un/e trouble/s un trouble mental grave et complexe
le trouble de stress post-traumatique	(trouble/s TSPT)
le trouble de stress post-traumatique	(trouble/s TSPT)
le trouble déficitaire de l'attention avec hyperactivité	(trouble/s TDAH)
le trouble déficitaire de l'attention avec hyperactivité	(TDAH)
Le trouble déficitaire de l'attention avec hyperactivité	(TDAH)
le trouble déficitaire de l'attention avec hyperactivité 	(trouble/s TDAH)
Le trouble déficitaire de l'attention avec hyperactivité 	(TDAH)
Le trouble déficitaire de l'attention avec hyperactivité 	(TDAH)
Le trouble déficitaire de l'attention avec hyperactivité (TDAH)	est un/e trouble/s un trouble du développement neurologique
Le trouble déficitaire de l'attention avec hyperactivité (TDAH)	est un/e trouble/s une pathologie qui affecte un nombre significatif d'enfants et d'adultes de différentes manières
Le trouble déficitaire de l'attention avec hyperactivité (TDAH)	est un/e trouble/s un trouble mental qui se manifeste pendant l'enfance et persiste à l'âge adulte chez jusqu'à 50  pour cent  des patients
Le trouble déficitaire de l'attention avec hyperactivité (TDAH)	est un/e trouble/s un trouble mental infantile courant qui se caractérise par une inattention, une hyperactivité et une impulsivité
Le trouble déficitaire de l'attention avec hyperactivité (TDAH)	est un/e trouble/s un problème majeur chez les enfants et les adolescents et peut donner lieu à des problèmes de santé sociale, scolaire et mentale à long terme
Le trouble déficitaire de l'attention avec hyperactivité (TDAH)	est un/e trouble/s un problème courant qui affecte les enfants et les adolescents
Le trouble déficitaire de l'attention avec hyperactivité (TDAH)	 trouble/s est plus courant chez les patients présentant une déficience intellectuelle que chez la population générale
Le trouble du spectre autistique (TSA)	est associé à trouble/s des problèmes de communication sociale et à des comportements restreints
Le trouble panique	est un/e trouble/s un trouble mental courant, dont la prévalence sur une vie est de 5,1  pour cent
le tympan	(la cavité de l'oreille moyenne)
le VIH	ou le SIDA
le virus de l'herpès simplex de type 1 	(HSV-1)
le virus de l'herpès simplex de type2 	(HSV-2)
le virus de l'immunodéficience humaine	(VIH)
le virus de l'immunodéficience humaine 	(maladie VIH)
le virus du papillome humain 	(VPH)
L'échec du traitement	c'est-à-dire  l'absence de réponse au traitement
l'échelle d'anxiété de Hamilton 	(trouble/s HAM-A)
l'échographie bidimensionnelle en mode B	(l'image affichée est composée de points lumineux représentant les échos des ultrasons)
l'échographie Doppler couleur	(l'image en couleur montre le flux sanguin dans le foie)
L'éclampsie	est un/e affection/s une affection importante
L'écoulement involontaire de salive	est un/e un symptôme désagréable observé chez jusqu'à 25 pour cent des patients atteints de maladie des motoneurones
L'eczéma	est un/e affection/s une affection cutanée, qui se caractérise par des démangeaisons et des rougeurs, pouvant toucher 20  pour cent  des personnes dans le monde à un certain moment de leur vie
L'eczéma	est un/e maladie une maladie cutanée très courante et de longue durée due à des facteurs génétiques et environnementaux et qui se déclare souvent pendant la petite enfance et l'enfance
L'eczéma	est un/e maladie une maladie chronique commune
L'eczéma	est un/e maladie une maladie de la peau qui provoque d'intenses démangeaisons et qui a tendance à impliquer les plis de la peau, comme les plis des coudes ou des genoux
L'eczéma	(dermatite atopique)
L'eczéma	est un/e une maladie cutanée très courante et de longue durée due à des facteurs génétiques et environnementaux et qui se déclare souvent pendant la petite enfance et l'enfance
L'eczéma atopique	est un/e affection ;  une affection cutanée inflammatoire prurigineuse affectant la qualité de vie des enfants qui en sont atteints et de leurs parents ou proches aidants
L'eczéma atopique	est un/e affection/s une affection cutanée courante qui s'accompagne de modifications cutanées et entraîne rougeur, desquamation, gonflement et épaississement de la peau en raison du grattage chronique
L'eczéma atopique	(eczéma)
L'éjaculation précoce	est un/e trouble/s un trouble sexuel fréquent
L'émotionalisme	signifie que  la personne a du mal à contrôler son comportement émotionnel
L'encéphalopathie hépatique	est un/e maladie une complication grave de maladies hépatiques sévères
L'encéphalopathie hépatique	est un/e trouble/s un trouble des fonctions cérébrales causé par une insuffisance hépatique et/ou un shunt porto-systémique
L'endométriose	est un/e maladie une maladie caractérisée par la présence de tissu endométrial (la muqueuse de l'utérus) en dehors de la cavité de l'utérus
L'endométriose	est un/e affection/s une affection gynécologique courante provoquant des douleurs menstruelles et pelviennes
L'endométriose	est un/e affection/s une affection douloureuse caractérisée par le développement de tissu endométrial en dehors de l'utérus
L'endométriose	est un/e maladie une maladie gynécologique qui provoque des douleurs pelviennes chroniques, avec en premier lieu des menstruations douloureuses qui figurent parmi les plaintes les plus fréquentes
L'endométriose	est un/e affection/s une affection fréquente qui touche les femmes en âge de procréer, et qui est généralement due à la présence de tissu endométrial en dehors de la cavité utérine
L'endométriose	est un/e affection/s une affection douloureuse causée lorsque de la muqueuse utérine est également présente en dehors de l'utérus
L'endométriose	est un/e maladie une maladie du tissu endométrial (glandes et stroma) en dehors de la cavité utérine
L'endométriose	est un/e affection/s une affection douloureuse dans laquelle les tissus utérins sont également présents en dehors de l'utérus
l'entérocolite nécrosante	 trouble/s un trouble intestinal sévère
L'entérocolite nécrosante	(ECN)
L'entérocolite nécrosante	(RCH)
L'entérocolite nécrosante	est un/e une maladie grave qui affecte l'intestin des nouveau-nés prématurés au cours des premières semaines de vie
L'entérocolite nécrosante 	(ECN)
L'entérocolite nécrosante (ECN)	est un/e maladie une maladie dans laquelle l'inflammation endommage le tractus gastro-intestinal (GI) du nouveau-né
L'entérocolite nécrosante (ECN)	est un/e maladie une maladie grave qui affecte l'intestin des nouveau-nés prématurés au cours des premières semaines de vie
L'entérocolite nécrosante (ECN)	est un/e maladie une maladie gastro-intestinale qui touche principalement les nouveau-nés prématurés
L'entorse cervicale	(ou  coup du lapin)
L'entorse cervicale	est définie comme un mécanisme de transfert d'énergie au cou par accélération-décélération
L'entorse cervicale 	(ou ;  coup du lapin)
L'environnement hospitalier	(tel que les sons, les images, les parfums, le design, la qualité de l'air, le mobilier, l'architecture et l'agencement)
L'épilepsie	est l'un des trouble/s l'un des troubles à long terme les plus fréquents du système nerveux, et malgré l'existence de plusieurs médicaments antiépileptiques, 30  pour cent  des personnes épileptiques continuent d'avoir des crises convulsives (crises)
L'épilepsie	est un/e trouble/s un trouble qui se caractérise par des convulsions récurrentes causées par des décharges électriques anormales dans le cerveau
L'épilepsie	est un/e trouble/s un trouble associé à des crises causées par des décharges électriques anormales dans le cerveau
L'épilepsie	est un/e trouble/s un trouble de crises récurrentes non provoquées
L'épilepsie	est un/e trouble/s un trouble qui se caractérise par des convulsions récurrentes causées par des décharges électriques anormales dans le cerveau
L'épilepsie	est un/e trouble/s un trouble qui se caractérise par des convulsions récurrentes causées par des décharges électriques anormales dans le cerveau
L'épilepsie	est un/e trouble/s un trouble neurologique courant
L'épilepsie	est un/e trouble/s un trouble neurologique courant
L'épilepsie	est un/e affection/s une affection neurologique caractérisée par une activité cérébrale involontaire qui se manifeste par des crises convulsives
L'épilepsie	est un/e trouble/s un trouble neurologique courant dans lequel des décharges électriques anormales dans le cerveau entraînent des crises convulsives récurrentes
L'épilepsie	est un/e trouble/s un trouble qui se caractérise par des convulsions récurrentes causées par des décharges électriques anormales dans le cerveau
L'épilepsie	est un/e trouble/s un trouble qui se caractérise par des convulsions récurrentes (crises) causées par des décharges électriques anormales dans le cerveau
L'épilepsie	est un/e trouble/s un trouble qui se caractérise par des convulsions récurrentes causées par des décharges électriques anormales dans le cerveau
L'épilepsie bénigne à pointes centrotemporales	est l'un l'un des troubles épileptiques les plus fréquents dans l'enfance
L'épilepsie bénigne à pointes centrotemporales (EBPCT)	est l'un des trouble/s l'un des troubles épileptiques les plus fréquents dans l'enfance
les " symptômes négatifs " de la maladie mentale	 maladie ; tels que l'apathie, la prise de poids et la perte d'émotion
les accidents vasculaires cérébraux	(affection/s AVC)
les accidents vasculaires cérébraux 	(AVC)
les accidents vasculaires cérébraux 	(AVC)
les accidents vasculaires cérébraux (AVC) 	 maladie ; ou d'autres événements vasculaires
les affections 	 maladie ; trouble/s autisme, asthme, leucémie, rhume des foins, diabète de type 1, troubles de la marche, maladie de Crohn, maladies démyélinisantes, infections bactériennes ou virales
les agents anticancéreux modernes	y compris ; lesdits  défini ; par exemple nootropes
Les AGPI alimentaires	 tels que ; trouble/s l'huile de poisson
les alcaloïdes de l'ergot	(par exemple l'ergométrine)
Les AMLA	,  un autre type de médicament inhalé
les analgésiques administrés par voie orale ou dans une veine 	(par exemple la morphine)
les analogues de la gonadolibérine	(GnRH)
les antagonistes des récepteurs de l'adénosine diphosphate	(maladie ; tels que le clopidogrel, le prasugrel, le ticagrelor et la ticlopidine)
les antagonistes muscariniques à longue durée d'action	(maladie AMLA)
les antibiotiques systémiques	( antibiotiques pris par voie orale ou par injection)
Les anticholinergiques	 par exemple bromure d'ipratropium, sulfate d'atropine
Les anticholinergiques	sont des médicaments à inhaler
les anticholinergiques	par exemple bromure d'ipratropium
Les anticholinergiques 	sont des médicaments à inhaler
les antidépresseurs sérotonergiques	(ISRS)
les antidouleurs simples	(analgésiques)
les anti-inflammatoires non stéroïdiens traditionnelle	(par exemple le naproxène et le diclofénac)
les anti-inflammatoires non stéroïdiens traditionnelle	par exemple le naproxène et le diclofénac
Les antioxydants	(par exemple la vitamine C, la vitamine E, les flavonoïdes)
les articulations	telles que celles du genou ou de la hanche
les arythmies	(trouble/s un trouble du rythme cardiaque)
les aspects de la vie qui constituent la QV 	(par exemple  la fatigue, l'anxiété, la stabilité émotive)
Les bébés nés avant le terme	c'est-à-dire  avant 37 semaines de gestation estimée
Les bébés nés avant terme	(prématurés)
Les bébés nés avant-terme	( prématurés)
Les bébés nés trop tôt	( prématurés)
Les bénéfices attribués à l'acupuncture 	comprennent  maladie ; notamment la diminution des gonflements et de la douleur, et le raccourcissement de la maladie
les benzodiazépines	(tels que le diazépam (Valium), le Xanax et l'Ativan, et les non-benzodiazépines tels que le Skelaxin et le Muscol)
les benzodiazépines	tels que le diazépam (Valium)
les bêta2-agonistes à courte durée d'action	par exemple salbutamol
les bêta2-agonistes à courte durée d'action	par exemple salbutamol
Les bronchodilatateurs	(par exemple médicaments utilisés pour élargir les voies respiratoires)
Les BZD 	sont une trouble/s ; affection/s une catégorie de médicament pouvant être utilisé pour traiter les personnes atteintes d'anxiété, de trouble panique, d'insomnie et d'un éventail d'autres affections
Les cancers gynécologiques	(c'est-à-dire  les cancers qui touchent les ovaires, l'utérus, le col de l'utérus, la vulve et le vagin)
les cavités contenant du liquide (ventricules) du cerveau	hémorragie intraventriculaire
les changements du mode de vie	 ; tel qu' un régime alimentaire
les complications diabétiques	par exemple maladies oculaires diabétiques, néphropathies diabétiques
les complications pulmonaires postopératoires	 par exemple la pneumonie, la fièvre, le décès
les complications pulmonaires postopératoires	(par exemple la pneumonie, la fièvre, le décès)
Les complications urologiques majeures 	(comme par exemple fuites d'urine, obstructions)
Les complications urologiques majeures (CUM)	comme par exemple fuites d'urine, obstructions
les composants d'origine non végétale	(par exemple les insectes, les cornes de cerf, les serpents, différentes gélules et poudres fossiles)
Les conséquences de l'hypersalivation	peuvent être trouble/s des vêtements constamment souillés et mouillés, une odeur désagréable, des irritations, gerçures ou escarres autour de la bouche et sur le menton, des infections de la peau et de la bouche, la déshydratation, des difficultés à mâcher, le trouble de la parole et l'endommagement des livres, des accessoires de communication et du matériel informatique et audio
les corticoïdes inhalés 	(CSI)
les corticostéroïdes	(maladie prednisone)
Les corticostéroïdes	ont un affection/s un effet anti-inflammatoire puissant
Les corticostéroïdes	 affection/s réduisent l'inflammation
les crises cardiaques	(infarctus du myocarde)
les critères de jugement	, ; tels que   l'intensité de la douleur
les critères de jugement nutritionnels	(par exemple poids du corps)
les critères de jugement nutritionnels 	par exemple , poids du corps
les démangeaisons généralisées	(maladie non causées par une maladie affectant l'ensemble du corps ou par des altérations de la peau)
les démangeaisons généralisées	(maladie non causées par une maladie affectant l'ensemble du corps ou par des altérations de la peau)
Les démences	y compris maladie la maladie d'Alzheimer
Les diurétiques	(maladie médicaments qui réduisent l'accumulation de liquide dans l'organisme)
Les douleurs abdominales récurrentes	sont une affection/s une affection fréquente
Les douleurs neuropathiques	sont maladie des lésions des nerfs, soit à la suite d'une blessure ou d'une maladie
Les dysménorrhée	est un/e affection/s une affection très courante qui fait référence aux crampes menstruelles douloureuses de l'utérus
Les effets indésirables 	incluaient maladie le gonflement des voies respiratoires 
Les effets indésirables possibles du phénobarbital pour les femmes	comprennent trouble/s la somnolence, des troubles gastro-intestinaux et l'apparition d'une éruption cutanée
les effets potentiellement indésirables des agonistes de la dopamine chez les femmes	(par exemple ; trouble/s  nausées, vomissements, maux de tête, vertiges, fatigue, hypotension, arythmie et symptômes psychotiques)
Les effets secondaires 	(affection/s nausées, vomissements, affections gastriques)
Les effets secondaires avec la défériprone	incluent trouble/s des douleurs articulaires, des nausées, des troubles gastriques et un faible nombre de globules blancs
les enzymes	sont des  des protéines qui provoquent des réactions chimiques dans l'organisme
les enzymes	par exemple aspartate aminotransférase, alanine aminotransférase, glutamyltransférase, phosphatases alcalines sériques
Les erreurs innées du métabolisme	sont des trouble/s des troubles génétiques composés d'un large éventail de symptômes
les événements cardio-vasculaires	(maladie ; tels que les crises cardiaques et les accidents vasculaires cérébraux)
les événements cardiovasculaires globaux	(maladie ; tels que crises cardiaques, AVC, nécessité d'opérations de pontage)
les événements indésirables	(trouble/s EI)
Les événements indésirables 	: trouble/s hypertension artérielle, protéinurie, troubles de la cicatrisation et risque accru de thrombose
Les événements indésirables 	: maladie ; trouble des céphalées, des rougeurs, une rhinite, des troubles visuels et une dyspepsie,
